"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"TCGA-13-1405-01A-01R-1565-13","NA","T","Hs","134875","0","TCGA-OV","tumor","B","1.232","0.556","133.939","0.199","4.807"
"TCGA-13-1407-01A-01R-1565-13","NA","T","Hs","140055","0","TCGA-OV","tumor","B","1.111","0.350","53.996","0.035","1.394"
"TCGA-13-1408-01A-01R-1565-13","NA","T","Hs","282498","0","TCGA-OV","tumor","B","1.330","0.585","106.994","0.113","6.672"
"TCGA-13-1409-01A-01R-1565-13","NA","T","Hs","209375","0","TCGA-OV","tumor","B","1.604","0.516","131.963","1.750","6.832"
"TCGA-13-1410-01A-01R-1565-13","NA","T","Hs","126642","0","TCGA-OV","tumor","B","1.559","0.700","335.702","0.000","3.992"
"TCGA-13-1411-01A-01R-1565-13","NA","T","Hs","102537","0","TCGA-OV","tumor","B","1.247","0.473","108.537","0.521","5.755"
"TCGA-13-1477-01A-01R-1565-13","NA","T","Hs","230424","0","TCGA-OV","tumor","B","1.561","0.348","77.520","0.300","1.809"
"TCGA-13-1483-01A-01R-1565-13","NA","T","Hs","160806","0","TCGA-OV","tumor","B","1.673","0.350","149.546","0.062","5.222"
"TCGA-13-1485-01A-02R-1565-13","NA","T","Hs","172110","0","TCGA-OV","tumor","B","1.919","0.811","122.006","0.029","5.918"
"TCGA-13-1487-01A-01R-1565-13","NA","T","Hs","73153","0","TCGA-OV","tumor","B","1.416","0.390","102.848","0.079","2.698"
"TCGA-13-1488-01A-01R-1565-13","NA","T","Hs","133275","0","TCGA-OV","tumor","B","1.639","0.448","90.868","0.368","2.812"
"TCGA-13-1489-01A-01R-1565-13","NA","T","Hs","129075","0","TCGA-OV","tumor","B","1.943","0.281","132.294","0.498","3.174"
"TCGA-13-1492-01A-01R-1565-13","NA","T","Hs","296595","0","TCGA-OV","tumor","B","1.410","0.650","173.206","0.011","5.254"
"TCGA-13-1495-01A-01R-1565-13","NA","T","Hs","129787","0","TCGA-OV","tumor","B","1.603","0.319","82.932","0.045","2.412"
"TCGA-13-1496-01A-01R-1565-13","NA","T","Hs","73135","0","TCGA-OV","tumor","B","1.177","0.478","135.834","0.000","1.109"
"TCGA-13-1497-01A-01R-1565-13","NA","T","Hs","131326","0","TCGA-OV","tumor","B","2.318","0.989","141.346","0.262","2.121"
"TCGA-13-1498-01A-01R-1565-13","NA","T","Hs","143696","0","TCGA-OV","tumor","B","2.106","0.601","161.918","0.195","4.779"
"TCGA-13-1499-01A-01R-1565-13","NA","T","Hs","237181","0","TCGA-OV","tumor","B","1.641","1.000","108.417","0.493","6.271"
"TCGA-13-1501-01A-01R-1565-13","NA","T","Hs","134453","0","TCGA-OV","tumor","B","1.518","0.441","62.515","0.050","2.601"
"TCGA-13-1505-01A-01R-1565-13","NA","T","Hs","154406","0","TCGA-OV","tumor","B","1.407","0.825","171.923","0.701","5.581"
"TCGA-13-1506-01A-01R-1565-13","NA","T","Hs","55529","0","TCGA-OV","tumor","B","1.387","0.410","133.799","0.139","2.957"
"TCGA-13-1507-01A-01R-1565-13","NA","T","Hs","52454","0","TCGA-OV","tumor","B","1.293","0.638","64.839","0.039","1.212"
"TCGA-13-1509-01A-01R-1565-13","NA","T","Hs","160628","0","TCGA-OV","tumor","B","1.194","0.406","60.558","0.575","3.281"
"TCGA-13-1510-01A-02R-1565-13","NA","T","Hs","174731","0","TCGA-OV","tumor","B","1.877","0.317","90.726","0.325","1.615"
"TCGA-13-1511-01A-01R-1565-13","NA","T","Hs","183609","0","TCGA-OV","tumor","B","1.492","0.929","269.903","2.191","5.226"
"TCGA-13-1512-01A-01R-1565-13","NA","T","Hs","76470","0","TCGA-OV","tumor","B","2.228","1.402","257.892","0.000","3.279"
"TCGA-13-2060-01A-01R-1568-13","NA","T","Hs","94346","0","TCGA-OV","tumor","B","2.002","0.633","206.527","0.030","1.754"
"TCGA-13-A5FT-01A-11R-A406-31","NA","T","Hs","182671","0","TCGA-OV","tumor","B","1.780","0.483","184.232","0.252","14.637"
"TCGA-14-0781-01B-01R-1849-01","NA","T","Hs","73369","0","TCGA-GBM","tumor","B","1.344","1.063","91.589","0.496","5.195"
"TCGA-14-0787-01A-01R-1849-01","NA","T","Hs","52467","0","TCGA-GBM","tumor","B","1.349","0.683","91.465","0.362","4.533"
"TCGA-14-0789-01A-01R-1849-01","NA","T","Hs","57443","0","TCGA-GBM","tumor","B","1.517","0.574","139.148","0.186","9.049"
"TCGA-14-0790-01B-01R-1849-01","NA","T","Hs","66911","0","TCGA-GBM","tumor","B","1.767","0.759","135.111","0.464","3.777"
"TCGA-14-0817-01A-01R-1849-01","NA","T","Hs","69647","0","TCGA-GBM","tumor","B","1.780","0.432","68.388","0.687","1.669"
"TCGA-14-0871-01A-01R-1849-01","NA","T","Hs","10033","0","TCGA-GBM","tumor","B","1.303","0.344","181.979","0.378","13.529"
"TCGA-14-1034-01A-01R-1849-01","NA","T","Hs","59421","0","TCGA-GBM","tumor","B","1.727","0.657","148.766","0.127","7.430"
"TCGA-14-1823-01A-01R-1849-01","NA","T","Hs","54794","0","TCGA-GBM","tumor","B","1.423","0.289","64.345","0.160","1.609"
"TCGA-14-1825-01A-01R-1850-01","NA","T","Hs","21491","0","TCGA-GBM","tumor","B","1.333","0.691","104.334","0.340","4.343"
"TCGA-14-1829-01A-01R-1850-01","NA","T","Hs","60517","0","TCGA-GBM","tumor","B","1.603","0.345","32.123","0.466","1.065"
"TCGA-14-2554-01A-01R-1850-01","NA","T","Hs","61533","0","TCGA-GBM","tumor","B","1.360","0.347","69.162","0.863","2.473"
"TCGA-15-0742-01A-01R-1850-01","NA","T","Hs","88118","0","TCGA-GBM","tumor","B","1.244","0.608","105.555","0.253","5.489"
"TCGA-15-1444-01A-02R-1850-01","NA","T","Hs","92677","0","TCGA-GBM","tumor","B","1.668","0.713","203.177","11.667","4.697"
"TCGA-16-0846-01A-01R-1850-01","NA","T","Hs","94523","0","TCGA-GBM","tumor","B","1.803","0.762","216.589","3.266","6.861"
"TCGA-16-1045-01B-01R-1850-01","NA","T","Hs","64167","0","TCGA-GBM","tumor","B","1.425","0.599","131.773","1.536","6.191"
"TCGA-18-3406-01A-01R-0980-07","NA","T","Hs","24092","0","TCGA-LUSC","tumor","B","1.233","0.063","34.620","0.043","1.437"
"TCGA-18-3407-01A-01R-0980-07","NA","T","Hs","39713","0","TCGA-LUSC","tumor","B","0.888","0.268","108.997","0.105","5.118"
"TCGA-18-3408-01A-01R-0980-07","NA","T","Hs","26649","0","TCGA-LUSC","tumor","B","0.777","0.189","119.887","2.432","3.496"
"TCGA-18-3409-01A-01R-0980-07","NA","T","Hs","26959","0","TCGA-LUSC","tumor","B","0.791","0.364","130.109","0.240","9.626"
"TCGA-18-3410-01A-01R-0980-07","NA","T","Hs","62869","0","TCGA-LUSC","tumor","B","1.119","0.268","131.793","1.274","10.088"
"TCGA-18-3411-01A-01R-0980-07","NA","T","Hs","34009","0","TCGA-LUSC","tumor","B","0.944","0.240","86.036","0.005","1.548"
"TCGA-18-3412-01A-01R-0980-07","NA","T","Hs","38073","0","TCGA-LUSC","tumor","B","0.889","0.208","62.330","0.067","1.888"
"TCGA-18-3414-01A-01R-0980-07","NA","T","Hs","57929","0","TCGA-LUSC","tumor","B","1.180","0.375","148.957","1.771","2.120"
"TCGA-18-3415-01A-01R-0980-07","NA","T","Hs","28196","0","TCGA-LUSC","tumor","B","1.431","0.463","161.112","0.044","1.925"
"TCGA-18-3416-01A-01R-0980-07","NA","T","Hs","45001","0","TCGA-LUSC","tumor","B","1.156","0.269","180.115","0.963","3.133"
"TCGA-18-3417-01A-01R-1443-07","NA","T","Hs","14312","0","TCGA-LUSC","tumor","B","1.406","0.358","76.222","0.268","2.497"
"TCGA-18-3419-01A-01R-0980-07","NA","T","Hs","33570","0","TCGA-LUSC","tumor","B","1.087","0.475","135.822","0.337","1.196"
"TCGA-18-3421-01A-01R-0980-07","NA","T","Hs","25122","0","TCGA-LUSC","tumor","B","1.159","0.147","47.371","0.124","1.282"
"TCGA-18-4083-01A-01R-1100-07","NA","T","Hs","100346","0","TCGA-LUSC","tumor","B","1.210","0.559","139.792","0.073","10.070"
"TCGA-18-4086-01A-01R-1100-07","NA","T","Hs","45060","0","TCGA-LUSC","tumor","B","0.970","0.191","91.240","0.400","2.231"
"TCGA-18-4721-01A-01R-1443-07","NA","T","Hs","18353","0","TCGA-LUSC","tumor","B","1.156","0.462","203.834","3.773","4.010"
"TCGA-18-5592-01A-01R-1635-07","NA","T","Hs","59782","0","TCGA-LUSC","tumor","B","1.574","0.323","321.552","0.128","3.602"
"TCGA-18-5595-01A-01R-1635-07","NA","T","Hs","65241","0","TCGA-LUSC","tumor","B","1.087","0.223","142.619","0.056","5.493"
"TCGA-19-1390-01A-01R-1850-01","NA","T","Hs","155935","0","TCGA-GBM","tumor","B","1.567","0.934","133.054","3.805","22.008"
"TCGA-19-1787-01B-01R-1850-01","NA","T","Hs","98502","0","TCGA-GBM","tumor","B","1.837","0.697","136.198","1.519","7.647"
"TCGA-19-2619-01A-01R-1850-01","NA","T","Hs","111537","0","TCGA-GBM","tumor","B","1.759","0.861","130.374","1.055","7.511"
"TCGA-19-2620-01A-01R-1850-01","NA","T","Hs","51653","0","TCGA-GBM","tumor","B","1.727","1.092","78.596","9.497","3.870"
"TCGA-19-2624-01A-01R-1850-01","NA","T","Hs","183908","0","TCGA-GBM","tumor","B","1.343","0.883","95.942","1.978","6.843"
"TCGA-19-2625-01A-01R-1850-01","NA","T","Hs","139933","0","TCGA-GBM","tumor","B","2.268","1.113","125.118","0.377","2.084"
"TCGA-19-2629-01A-01R-1850-01","NA","T","Hs","83507","0","TCGA-GBM","tumor","B","1.716","0.722","166.434","2.027","2.523"
"TCGA-19-4065-01A-01R-2005-01","NA","T","Hs","96057","0","TCGA-GBM","tumor","B","1.443","0.513","96.408","0.374","3.299"
"TCGA-19-5960-01A-11R-1850-01","NA","T","Hs","111318","0","TCGA-GBM","tumor","B","1.499","0.504","179.807","3.485","5.817"
"TCGA-20-0987-01A-02R-1564-13","NA","T","Hs","29356","0","TCGA-OV","tumor","B","1.537","0.326","113.328","0.076","2.377"
"TCGA-20-0991-01A-01R-1564-13","NA","T","Hs","32699","0","TCGA-OV","tumor","B","1.313","0.350","91.322","0.079","1.977"
"TCGA-20-1682-01A-01R-1564-13","NA","T","Hs","51976","0","TCGA-OV","tumor","B","1.292","0.643","92.550","0.047","5.340"
"TCGA-20-1686-01A-01R-1566-13","NA","T","Hs","118876","0","TCGA-OV","tumor","B","1.379","0.917","44.606","0.013","0.795"
"TCGA-20-1687-01A-01R-1566-13","NA","T","Hs","61781","0","TCGA-OV","tumor","B","1.823","0.494","126.982","0.060","3.965"
"TCGA-21-1070-01A-01R-0692-07","NA","T","Hs","44213","0","TCGA-LUSC","tumor","B","1.050","0.362","162.544","1.450","3.331"
"TCGA-21-1071-01A-01R-0692-07","NA","T","Hs","46339","0","TCGA-LUSC","tumor","B","1.083","0.464","191.816","0.157","3.854"
"TCGA-21-1072-01A-01R-0692-07","NA","T","Hs","43902","0","TCGA-LUSC","tumor","B","0.903","0.305","194.469","0.126","4.843"
"TCGA-21-1075-01A-01R-0692-07","NA","T","Hs","41530","0","TCGA-LUSC","tumor","B","0.981","0.219","122.463","0.533","3.261"
"TCGA-21-1076-01A-01R-0692-07","NA","T","Hs","63414","0","TCGA-LUSC","tumor","B","1.128","0.511","152.372","0.525","6.747"
"TCGA-21-1076-01A-02R-0692-07","NA","T","Hs","67222","0","TCGA-LUSC","tumor","B","1.166","0.360","186.274","0.284","6.801"
"TCGA-21-1077-01A-01R-0692-07","NA","T","Hs","35911","0","TCGA-LUSC","tumor","B","1.006","0.319","125.643","0.255","4.249"
"TCGA-21-1078-01A-01R-0692-07","NA","T","Hs","43640","0","TCGA-LUSC","tumor","B","0.816","0.178","124.243","0.073","2.349"
"TCGA-21-1079-01A-01R-0692-07","NA","T","Hs","33170","0","TCGA-LUSC","tumor","B","1.011","0.596","162.872","0.748","6.942"
"TCGA-21-1080-01A-01R-0692-07","NA","T","Hs","54261","0","TCGA-LUSC","tumor","B","1.439","0.204","214.420","0.137","3.490"
"TCGA-21-1081-01A-01R-0692-07","NA","T","Hs","123813","0","TCGA-LUSC","tumor","B","1.055","0.947","153.949","0.007","8.832"
"TCGA-21-1082-01A-01R-0692-07","NA","T","Hs","68868","0","TCGA-LUSC","tumor","B","0.886","0.390","78.653","0.393","5.891"
"TCGA-21-1083-01A-01R-0692-07","NA","T","Hs","75555","0","TCGA-LUSC","tumor","B","1.143","0.308","222.157","1.546","3.571"
"TCGA-21-5782-01A-01R-1635-07","NA","T","Hs","16230","0","TCGA-LUSC","tumor","B","0.234","0.549","80.139","1.401","5.350"
"TCGA-21-5783-01A-41R-2187-07","NA","T","Hs","59654","0","TCGA-LUSC","tumor","B","0.916","0.341","198.114","5.835","13.920"
"TCGA-21-5784-01A-01R-1635-07","NA","T","Hs","37605","0","TCGA-LUSC","tumor","B","0.929","0.489","67.690","0.027","1.420"
"TCGA-21-5786-01A-01R-1635-07","NA","T","Hs","53851","0","TCGA-LUSC","tumor","B","1.066","0.282","116.100","0.035","6.058"
"TCGA-21-5787-01A-01R-1635-07","NA","T","Hs","52730","0","TCGA-LUSC","tumor","B","1.608","0.436","168.913","0.634","3.590"
"TCGA-21-A5DI-01A-31R-A26W-07","NA","T","Hs","26283","0","TCGA-LUSC","tumor","B","0.794","0.367","97.677","0.172","7.287"
"TCGA-22-0940-01A-01R-0692-07","NA","T","Hs","49111","0","TCGA-LUSC","tumor","B","1.303","0.350","174.612","0.400","2.691"
"TCGA-22-0944-01A-01R-0692-07","NA","T","Hs","63633","0","TCGA-LUSC","tumor","B","1.028","0.371","147.968","0.373","2.126"
"TCGA-22-1000-01A-01R-A32Z-07","NA","T","Hs","43625","0","TCGA-LUSC","tumor","B","1.246","0.496","96.182","0.356","10.011"
"TCGA-22-1002-01A-01R-0692-07","NA","T","Hs","46547","0","TCGA-LUSC","tumor","B","0.895","1.025","148.190","0.328","12.658"
"TCGA-22-1005-01A-01R-0692-07","NA","T","Hs","33667","0","TCGA-LUSC","tumor","B","1.144","0.616","65.845","0.135","3.581"
"TCGA-22-1011-01A-01R-0692-07","NA","T","Hs","40515","0","TCGA-LUSC","tumor","B","1.070","0.485","110.220","0.044","3.413"
"TCGA-22-1012-01A-01R-0692-07","NA","T","Hs","31978","0","TCGA-LUSC","tumor","B","1.015","0.302","124.147","0.050","4.063"
"TCGA-22-1016-01A-01R-0692-07","NA","T","Hs","66007","0","TCGA-LUSC","tumor","B","0.965","0.701","235.825","0.162","14.891"
"TCGA-22-1017-01A-01R-0692-07","NA","T","Hs","38868","0","TCGA-LUSC","tumor","B","0.905","0.479","188.157","0.193","3.750"
"TCGA-22-4591-01A-01R-1201-07","NA","T","Hs","54869","0","TCGA-LUSC","tumor","B","0.806","0.294","106.658","0.044","1.567"
"TCGA-22-4593-01A-21R-1820-07","NA","T","Hs","60821","0","TCGA-LUSC","tumor","B","0.835","0.528","126.082","0.017","14.764"
"TCGA-22-4594-01A-01R-1201-07","NA","T","Hs","43953","0","TCGA-LUSC","tumor","B","1.046","0.511","77.011","0.119","2.865"
"TCGA-22-4595-01A-01R-1201-07","NA","T","Hs","58726","0","TCGA-LUSC","tumor","B","1.103","0.896","135.296","0.027","8.778"
"TCGA-22-4596-01A-01R-1201-07","NA","T","Hs","49624","0","TCGA-LUSC","tumor","B","1.116","1.584","120.374","0.104","5.932"
"TCGA-22-4599-01A-01R-1443-07","NA","T","Hs","20829","0","TCGA-LUSC","tumor","B","1.434","0.671","139.582","0.160","1.909"
"TCGA-22-4601-01A-01R-1443-07","NA","T","Hs","33448","0","TCGA-LUSC","tumor","B","1.085","0.478","251.826","0.100","6.008"
"TCGA-22-4604-01A-01R-1201-07","NA","T","Hs","75002","0","TCGA-LUSC","tumor","B","1.007","0.425","112.099","0.476","9.576"
"TCGA-22-4605-01A-21R-2125-07","NA","T","Hs","38230","0","TCGA-LUSC","tumor","B","0.837","0.378","114.527","0.256","6.571"
"TCGA-22-4607-01A-01R-1201-07","NA","T","Hs","42665","0","TCGA-LUSC","tumor","B","1.024","0.453","80.840","0.014","2.342"
"TCGA-22-4609-01A-21R-2125-07","NA","T","Hs","47997","0","TCGA-LUSC","tumor","B","0.855","0.396","136.276","0.157","11.202"
"TCGA-22-4613-01A-01R-1443-07","NA","T","Hs","19900","0","TCGA-LUSC","tumor","B","0.793","0.314","105.785","0.056","4.389"
"TCGA-22-5471-01A-01R-1635-07","NA","T","Hs","57009","0","TCGA-LUSC","tumor","B","1.344","0.381","203.547","0.176","2.836"
"TCGA-22-5472-01A-01R-1635-07","NA","T","Hs","48409","0","TCGA-LUSC","tumor","B","0.861","0.790","154.589","0.518","6.084"
"TCGA-22-5473-01A-01R-1635-07","NA","T","Hs","45402","0","TCGA-LUSC","tumor","B","0.809","0.215","108.252","0.700","1.666"
"TCGA-22-5477-01A-01R-1635-07","NA","T","Hs","67461","0","TCGA-LUSC","tumor","B","0.810","0.181","167.946","10.818","2.773"
"TCGA-22-5478-01A-01R-1635-07","NA","T","Hs","58822","0","TCGA-LUSC","tumor","B","0.772","0.585","140.279","0.040","6.593"
"TCGA-22-5479-01A-31R-1949-07","NA","T","Hs","50672","0","TCGA-LUSC","tumor","B","1.253","0.898","172.359","0.246","4.127"
"TCGA-22-5480-01A-01R-1635-07","NA","T","Hs","99078","0","TCGA-LUSC","tumor","B","1.641","0.393","467.023","20.122","27.509"
"TCGA-22-5481-01A-31R-1949-07","NA","T","Hs","69938","0","TCGA-LUSC","tumor","B","1.330","0.498","181.310","0.102","1.853"
"TCGA-22-5482-01A-01R-1635-07","NA","T","Hs","52678","0","TCGA-LUSC","tumor","B","0.894","0.190","82.857","0.330","2.045"
"TCGA-22-5483-01A-01R-1820-07","NA","T","Hs","72723","0","TCGA-LUSC","tumor","B","1.157","0.484","154.673","0.766","4.133"
"TCGA-22-5485-01A-01R-1635-07","NA","T","Hs","48631","0","TCGA-LUSC","tumor","B","0.782","0.207","164.479","9.370","4.756"
"TCGA-22-5489-01A-01R-1635-07","NA","T","Hs","62882","0","TCGA-LUSC","tumor","B","1.400","0.569","266.512","3.400","10.875"
"TCGA-22-5491-01A-01R-1635-07","NA","T","Hs","50029","0","TCGA-LUSC","tumor","B","0.828","0.377","81.695","0.382","0.881"
"TCGA-22-5492-01A-01R-1635-07","NA","T","Hs","62626","0","TCGA-LUSC","tumor","B","0.950","0.457","175.238","0.097","2.194"
"TCGA-22-A5C4-01A-12R-A27Q-07","NA","T","Hs","84519","0","TCGA-LUSC","tumor","B","0.960","0.683","159.934","0.101","11.569"
"TCGA-23-1021-01B-01R-1564-13","NA","T","Hs","52961","0","TCGA-OV","tumor","B","1.586","0.316","90.255","0.791","2.477"
"TCGA-23-1022-01A-01R-1564-13","NA","T","Hs","54669","0","TCGA-OV","tumor","B","1.582","0.297","123.849","1.277","2.055"
"TCGA-23-1023-01A-02R-1564-13","NA","T","Hs","65454","0","TCGA-OV","tumor","B","1.521","0.789","126.489","0.389","5.385"
"TCGA-23-1024-01A-02R-1564-13","NA","T","Hs","170136","0","TCGA-OV","tumor","B","1.471","0.325","202.551","0.099","6.723"
"TCGA-23-1026-01B-01R-1569-13","NA","T","Hs","62005","0","TCGA-OV","tumor","B","1.545","0.418","139.083","0.066","2.996"
"TCGA-23-1027-01A-02R-1564-13","NA","T","Hs","118349","0","TCGA-OV","tumor","B","1.313","0.315","125.095","0.017","2.906"
"TCGA-23-1028-01A-01R-1564-13","NA","T","Hs","54443","0","TCGA-OV","tumor","B","1.233","0.176","85.015","0.152","2.063"
"TCGA-23-1029-01B-01R-1567-13","NA","T","Hs","155956","0","TCGA-OV","tumor","B","1.436","0.470","266.800","1.233","11.124"
"TCGA-23-1030-01A-02R-1564-13","NA","T","Hs","106327","0","TCGA-OV","tumor","B","1.066","0.239","133.961","0.264","2.420"
"TCGA-23-1107-01A-01R-1564-13","NA","T","Hs","29275","0","TCGA-OV","tumor","B","1.189","0.213","83.359","0.083","2.144"
"TCGA-23-1109-01A-01R-1564-13","NA","T","Hs","99686","0","TCGA-OV","tumor","B","1.081","0.635","64.863","0.000","5.856"
"TCGA-23-1110-01A-01R-1564-13","NA","T","Hs","29509","0","TCGA-OV","tumor","B","1.209","0.408","79.362","2.409","5.839"
"TCGA-23-1111-01A-01R-1567-13","NA","T","Hs","154826","0","TCGA-OV","tumor","B","1.195","0.222","118.607","0.130","4.530"
"TCGA-23-1113-01A-01R-1564-13","NA","T","Hs","40386","0","TCGA-OV","tumor","B","0.990","0.221","79.199","0.058","2.994"
"TCGA-23-1114-01B-01R-1566-13","NA","T","Hs","199153","0","TCGA-OV","tumor","B","1.248","0.426","171.133","0.369","6.166"
"TCGA-23-1116-01A-01R-1564-13","NA","T","Hs","31139","0","TCGA-OV","tumor","B","1.008","0.549","67.478","0.031","2.649"
"TCGA-23-1118-01A-01R-1564-13","NA","T","Hs","270188","0","TCGA-OV","tumor","B","1.867","0.518","112.320","0.225","3.939"
"TCGA-23-1119-01A-02R-1565-13","NA","T","Hs","84822","0","TCGA-OV","tumor","B","1.491","0.454","49.482","0.339","1.938"
"TCGA-23-1120-01A-02R-1565-13","NA","T","Hs","337352","0","TCGA-OV","tumor","B","1.571","0.679","206.654","1.119","2.494"
"TCGA-23-1122-01A-01R-1565-13","NA","T","Hs","198969","0","TCGA-OV","tumor","B","1.495","0.625","187.039","0.560","8.024"
"TCGA-23-1123-01A-01R-1565-13","NA","T","Hs","274239","0","TCGA-OV","tumor","B","1.687","0.864","330.616","0.827","10.877"
"TCGA-23-1809-01A-01R-1566-13","NA","T","Hs","155386","0","TCGA-OV","tumor","B","1.302","0.647","188.415","0.013","3.958"
"TCGA-23-2077-01A-01R-1568-13","NA","T","Hs","86788","0","TCGA-OV","tumor","B","1.477","0.489","178.093","0.289","4.217"
"TCGA-23-2078-01A-01R-1568-13","NA","T","Hs","224632","0","TCGA-OV","tumor","B","1.185","0.341","133.863","0.160","8.746"
"TCGA-23-2084-01A-02R-1568-13","NA","T","Hs","116571","0","TCGA-OV","tumor","B","1.461","0.347","261.961","0.038","4.964"
"TCGA-24-0966-01A-01R-1564-13","NA","T","Hs","68039","0","TCGA-OV","tumor","B","1.407","0.178","68.296","0.576","3.397"
"TCGA-24-0968-01A-01R-1569-13","NA","T","Hs","83478","0","TCGA-OV","tumor","B","1.524","0.613","83.243","0.205","3.136"
"TCGA-24-0970-01B-01R-1565-13","NA","T","Hs","161271","0","TCGA-OV","tumor","B","1.303","0.635","84.252","0.079","5.021"
"TCGA-24-0979-01A-01R-1565-13","NA","T","Hs","174427","0","TCGA-OV","tumor","B","1.529","0.246","122.075","0.046","6.546"
"TCGA-24-0982-01A-01R-1565-13","NA","T","Hs","151600","0","TCGA-OV","tumor","B","1.138","0.480","96.849","0.106","4.069"
"TCGA-24-1103-01A-01R-1565-13","NA","T","Hs","109528","0","TCGA-OV","tumor","B","1.941","0.776","118.431","0.673","7.192"
"TCGA-24-1104-01A-01R-1565-13","NA","T","Hs","144726","0","TCGA-OV","tumor","B","1.472","0.764","105.606","0.064","5.582"
"TCGA-24-1105-01A-01R-1565-13","NA","T","Hs","266867","0","TCGA-OV","tumor","B","1.686","0.548","115.783","0.092","1.804"
"TCGA-24-1413-01A-01R-1565-13","NA","T","Hs","142573","0","TCGA-OV","tumor","B","1.525","0.454","373.442","0.939","3.714"
"TCGA-24-1416-01A-01R-1565-13","NA","T","Hs","56117","0","TCGA-OV","tumor","B","1.429","0.440","121.640","1.740","4.495"
"TCGA-24-1417-01A-01R-1565-13","NA","T","Hs","138854","0","TCGA-OV","tumor","B","1.873","0.578","478.149","0.460","9.656"
"TCGA-24-1419-01A-01R-1565-13","NA","T","Hs","129334","0","TCGA-OV","tumor","B","1.331","0.393","189.402","0.019","11.957"
"TCGA-24-1422-01A-01R-1565-13","NA","T","Hs","256738","0","TCGA-OV","tumor","B","1.259","0.569","167.886","0.134","7.882"
"TCGA-24-1423-01A-01R-1565-13","NA","T","Hs","224820","0","TCGA-OV","tumor","B","1.617","0.667","259.621","1.223","9.009"
"TCGA-24-1424-01A-01R-1565-13","NA","T","Hs","172749","0","TCGA-OV","tumor","B","1.454","0.476","274.778","0.603","8.360"
"TCGA-24-1425-01A-02R-1566-13","NA","T","Hs","209458","0","TCGA-OV","tumor","B","1.306","1.378","152.615","0.065","12.067"
"TCGA-24-1426-01A-01R-1565-13","NA","T","Hs","274794","0","TCGA-OV","tumor","B","1.234","0.351","95.158","0.021","3.329"
"TCGA-24-1427-01A-01R-1565-13","NA","T","Hs","154463","0","TCGA-OV","tumor","B","1.558","0.924","149.749","1.679","9.449"
"TCGA-24-1428-01A-01R-1564-13","NA","T","Hs","361075","0","TCGA-OV","tumor","B","1.686","0.499","173.120","0.004","5.316"
