Sample Names	MutationType	0	1	2	3	4
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0					
CHOL	394.0	1.0	0.0	0.0	0.0	0.0
CHOL	204.0	1.0	0.0	0.0	0.0	0.0
CHOL	1373.0	1.0	0.0	0.0	0.0	0.0
CHOL	265.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
CHOL	0.0	1.0	0.0	0.0	0.0	0.0
